"","year(datosmeteo$Date)","month(datosmeteo$Date)","day(datosmeteo$Date)","mean(HiTemp)","mean(LowTemp)","mean(OutHum, na.rm = TRUE)","mean(WindSpeed)","sum(SunLight)"
"341",2015,12,7,29.1958333333333,28.5375,66.0416666666667,2.86666666666667,13
"342",2015,12,8,27.8583333333333,26.6833333333333,75.6666666666667,1.04166666666667,13
"343",2015,12,9,27.9666666666667,26.8416666666667,76.875,0.829166666666667,13
"344",2015,12,10,27.3166666666667,26.2708333333333,81.3333333333333,0.770833333333333,13
"345",2015,12,11,27.9291666666667,27.05,78.0416666666667,1.18333333333333,13
"346",2015,12,12,29.325,28.2666666666667,70.0833333333333,1.39166666666667,13
"347",2015,12,13,28.3833333333333,27.1208333333333,76.4166666666667,0.441666666666667,13
"348",2015,12,14,27.6708333333333,26.4958333333333,80.25,0.158333333333333,13
"349",2015,12,15,27.6166666666667,26.5541666666667,80.0833333333333,0.25,12
"350",2015,12,16,27.3208333333333,26.1458333333333,81.5416666666667,0.2125,12
"351",2015,12,17,27.3708333333333,26.2208333333333,78.875,0.404166666666667,12
"352",2015,12,18,27.7875,26.775,73,1.07083333333333,12
"353",2015,12,19,28.9541666666667,27.9708333333333,70.0833333333333,2.24583333333333,12
"354",2015,12,20,29.0625,28.3083333333333,70.125,3.42083333333333,12
"355",2015,12,21,29.2833333333333,28.6583333333333,65.0833333333333,3.39166666666667,12
"356",2015,12,22,29.1916666666667,28.3916666666667,66.75,2.49583333333333,12
"357",2015,12,23,27.8541666666667,26.6583333333333,76.6666666666667,0.866666666666667,12
"358",2015,12,24,28.8166666666667,27.8083333333333,73.5833333333333,1.83333333333333,12
"359",2015,12,25,29.0125,28.4,68.0416666666667,3,12
"360",2015,12,26,29.15,28.5458333333333,67,2.95416666666667,12
"361",2015,12,27,29.15,27.9875,67.3333333333333,1.79583333333333,12
"362",2015,12,28,28.4291666666667,27.225,71.0416666666667,1.2,12
"363",2015,12,29,28.05,26.925,71.375,1.25416666666667,12
"364",2015,12,30,29.3916666666667,28.7041666666667,68.6666666666667,2.80833333333333,12
"365",2015,12,31,29.4666666666667,28.8166666666667,67.7916666666667,3.29583333333333,12
